id,loss
4,2074.726806640625
6,2077.4404296875
9,2077.605224609375
12,2077.605224609375
15,2077.356201171875
17,2077.605224609375
21,2075.03076171875
28,2074.704833984375
32,2074.704833984375
43,2074.726806640625
46,2077.575927734375
50,2077.575927734375
54,2074.704833984375
62,2077.575927734375
70,2075.03076171875
71,2074.8037109375
75,2076.528564453125
77,2074.704833984375
81,2075.1552734375
83,2076.155029296875
87,2074.726806640625
97,2075.03076171875
103,2074.704833984375
119,2077.15478515625
120,2074.704833984375
127,2077.575927734375
138,2074.726806640625
141,2074.8037109375
148,2074.726806640625
150,2074.704833984375
151,2074.726806640625
158,2074.726806640625
160,2077.605224609375
165,2077.15478515625
168,2077.279296875
169,2075.1552734375
177,2074.704833984375
178,2074.726806640625
184,2074.8037109375
194,2077.605224609375
198,2076.528564453125
203,2077.40380859375
211,2074.704833984375
217,2074.704833984375
219,2077.40380859375
221,2075.03076171875
227,2077.40380859375
230,2074.704833984375
235,2075.03076171875
240,2076.155029296875
243,2077.605224609375
249,2077.605224609375
253,2074.726806640625
258,2074.726806640625
261,2074.704833984375
263,2077.279296875
264,2077.605224609375
265,2077.605224609375
268,2074.704833984375
271,2074.726806640625
274,2077.575927734375
275,2076.155029296875
279,2077.605224609375
282,2075.03076171875
286,2077.575927734375
288,2074.726806640625
294,2077.575927734375
296,2074.704833984375
297,2075.1552734375
300,2074.704833984375
303,2077.40380859375
314,2074.726806640625
315,2074.726806640625
321,2077.4404296875
323,2077.575927734375
330,2076.155029296875
341,2074.704833984375
342,2077.605224609375
352,2077.15478515625
353,2075.03076171875
360,2077.40380859375
361,2075.03076171875
362,2074.8037109375
366,2074.704833984375
372,2074.726806640625
376,2074.86962890625
377,2077.279296875
379,2074.704833984375
380,2077.15478515625
387,2075.1552734375
392,2077.356201171875
394,2077.605224609375
395,2074.704833984375
397,2074.726806640625
407,2076.155029296875
411,2075.03076171875
416,2075.03076171875
417,2074.704833984375
419,2077.4404296875
428,2077.605224609375
431,2077.575927734375
436,2077.279296875
438,2074.704833984375
445,2077.356201171875
446,2077.605224609375
455,2077.575927734375
456,2074.726806640625
461,2074.8037109375
463,2077.15478515625
464,2076.155029296875
466,2075.03076171875
467,2077.575927734375
470,2077.605224609375
475,2074.86962890625
482,2076.155029296875
490,2074.726806640625
496,2075.03076171875
497,2076.155029296875
508,2077.605224609375
510,2077.605224609375
512,2077.605224609375
513,2076.155029296875
523,2074.704833984375
531,2075.1552734375
532,2076.528564453125
533,2077.40380859375
537,2077.575927734375
544,2076.155029296875
547,2075.03076171875
556,2077.605224609375
565,2074.704833984375
566,2074.704833984375
571,2076.155029296875
573,2077.605224609375
574,2074.8037109375
581,2074.86962890625
585,2074.704833984375
589,2077.4404296875
597,2075.03076171875
601,2074.726806640625
602,2074.704833984375
613,2076.528564453125
616,2074.8037109375
619,2076.155029296875
622,2074.86962890625
623,2076.155029296875
629,2075.03076171875
634,2074.726806640625
638,2077.15478515625
642,2075.1552734375
643,2075.03076171875
645,2076.155029296875
648,2077.575927734375
652,2074.704833984375
664,2077.575927734375
666,2077.575927734375
672,2074.704833984375
676,2077.575927734375
678,2077.605224609375
682,2077.605224609375
686,2075.03076171875
688,2074.86962890625
689,2075.03076171875
690,2074.726806640625
692,2075.03076171875
695,2074.704833984375
697,2076.528564453125
698,2075.1552734375
706,2077.575927734375
708,2077.605224609375
712,2077.605224609375
715,2075.03076171875
717,2074.704833984375
725,2077.356201171875
729,2074.8037109375
737,2077.279296875
739,2076.155029296875
747,2077.575927734375
753,2074.726806640625
758,2075.1552734375
759,2077.605224609375
763,2074.704833984375
773,2077.575927734375
774,2077.40380859375
776,2074.726806640625
788,2075.03076171875
790,2076.155029296875
794,2077.15478515625
801,2077.15478515625
802,2074.704833984375
805,2075.1552734375
809,2077.605224609375
812,2074.726806640625
825,2074.704833984375
828,2074.704833984375
830,2076.155029296875
833,2074.704833984375
850,2077.356201171875
852,2077.575927734375
862,2077.4404296875
863,2077.4404296875
864,2074.726806640625
865,2077.575927734375
868,2077.605224609375
872,2074.86962890625
879,2077.605224609375
880,2074.726806640625
883,2076.155029296875
886,2077.605224609375
923,2077.40380859375
924,2077.15478515625
932,2075.1552734375
945,2077.605224609375
947,2077.605224609375
948,2077.279296875
955,2076.528564453125
963,2077.605224609375
979,2074.704833984375
989,2077.605224609375
994,2077.279296875
995,2077.605224609375
998,2077.575927734375
1000,2077.605224609375
1018,2077.40380859375
1019,2074.726806640625
1028,2077.575927734375
1034,2074.704833984375
1038,2077.40380859375
1040,2077.575927734375
1042,2075.03076171875
1057,2077.605224609375
1058,2077.40380859375
1063,2074.704833984375
1066,2077.575927734375
1071,2074.726806640625
1073,2077.575927734375
1074,2074.8037109375
1077,2074.726806640625
1080,2077.605224609375
1088,2074.704833984375
1096,2074.704833984375
1097,2077.605224609375
1105,2077.605224609375
1115,2077.279296875
1116,2074.704833984375
1122,2074.86962890625
1130,2075.1552734375
1133,2076.155029296875
1137,2074.726806640625
1140,2077.40380859375
1143,2077.40380859375
1149,2077.40380859375
1150,2074.704833984375
1153,2077.40380859375
1157,2074.704833984375
1180,2074.704833984375
1183,2074.704833984375
1188,2074.726806640625
1193,2077.575927734375
1200,2074.704833984375
1209,2077.605224609375
1214,2077.40380859375
1219,2077.575927734375
1223,2074.8037109375
1227,2075.1552734375
1228,2077.40380859375
1229,2077.605224609375
1233,2074.704833984375
1238,2075.03076171875
1239,2075.1552734375
1241,2077.575927734375
1243,2077.605224609375
1244,2074.8037109375
1245,2074.726806640625
1277,2077.605224609375
1279,2074.86962890625
1292,2075.03076171875
1293,2077.4404296875
1299,2075.03076171875
1304,2077.356201171875
1313,2077.15478515625
1328,2074.8037109375
1330,2074.704833984375
1334,2074.86962890625
1335,2074.704833984375
1336,2076.155029296875
1341,2076.155029296875
1344,2077.4404296875
1351,2074.726806640625
1352,2077.356201171875
1354,2074.704833984375
1368,2077.605224609375
1373,2074.8037109375
1375,2074.704833984375
1381,2076.528564453125
1384,2077.356201171875
1385,2077.605224609375
1388,2077.605224609375
1401,2076.528564453125
1402,2077.605224609375
1404,2077.15478515625
1406,2074.704833984375
1409,2077.279296875
1422,2074.726806640625
1429,2075.1552734375
1433,2077.605224609375
1438,2074.8037109375
1444,2074.704833984375
1446,2074.704833984375
1450,2074.704833984375
1451,2074.704833984375
1454,2077.356201171875
1458,2077.605224609375
1461,2074.726806640625
1464,2077.575927734375
1465,2074.726806640625
1478,2076.155029296875
1479,2074.704833984375
1480,2074.704833984375
1484,2075.1552734375
1486,2075.1552734375
1488,2075.1552734375
1489,2077.356201171875
1491,2074.704833984375
1507,2077.575927734375
1515,2074.726806640625
1519,2075.1552734375
1528,2075.1552734375
1529,2077.40380859375
1530,2074.726806640625
1532,2074.704833984375
1541,2074.704833984375
1542,2077.605224609375
1547,2077.15478515625
1549,2074.704833984375
1553,2075.1552734375
1554,2077.15478515625
1555,2075.1552734375
1559,2077.15478515625
1565,2077.279296875
1568,2074.704833984375
1576,2074.726806640625
1579,2075.1552734375
1592,2074.704833984375
1596,2074.86962890625
1605,2074.704833984375
1607,2077.279296875
1612,2074.704833984375
1617,2076.528564453125
1619,2075.1552734375
1620,2077.4404296875
1624,2076.528564453125
1627,2074.8037109375
1633,2077.575927734375
1636,2077.4404296875
1639,2077.4404296875
1640,2074.704833984375
1644,2074.704833984375
1646,2077.15478515625
1647,2075.03076171875
1654,2076.528564453125
1655,2077.279296875
1664,2077.40380859375
1665,2074.726806640625
1667,2074.704833984375
1669,2077.605224609375
1678,2074.726806640625
1682,2074.704833984375
1689,2074.726806640625
1690,2074.726806640625
1693,2077.605224609375
1695,2074.704833984375
1705,2074.704833984375
1706,2077.605224609375
1708,2074.8037109375
1716,2077.605224609375
1720,2077.605224609375
1722,2074.726806640625
1749,2077.605224609375
1750,2075.1552734375
1751,2077.279296875
1760,2074.8037109375
1763,2075.03076171875
1770,2077.4404296875
1777,2074.726806640625
1785,2077.605224609375
1791,2074.704833984375
1794,2074.86962890625
1800,2074.726806640625
1816,2074.704833984375
1817,2077.40380859375
1821,2077.605224609375
1836,2077.4404296875
1838,2077.575927734375
1851,2075.1552734375
1852,2077.605224609375
1854,2077.4404296875
1856,2074.8037109375
1865,2074.704833984375
1872,2077.15478515625
1878,2075.1552734375
1880,2074.704833984375
1881,2074.704833984375
1882,2074.704833984375
1886,2074.8037109375
1892,2074.726806640625
1894,2074.86962890625
1898,2075.03076171875
1899,2077.605224609375
1902,2074.704833984375
1903,2075.1552734375
1906,2077.605224609375
1910,2077.605224609375
1911,2077.15478515625
1914,2074.726806640625
1929,2075.1552734375
1932,2077.605224609375
1952,2075.1552734375
1959,2074.726806640625
1960,2076.155029296875
1976,2075.03076171875
1980,2077.605224609375
1981,2074.704833984375
1987,2074.726806640625
1994,2074.8037109375
2000,2074.704833984375
2008,2077.15478515625
2011,2075.03076171875
2012,2077.15478515625
2019,2076.528564453125
2022,2074.704833984375
2024,2075.1552734375
2028,2074.704833984375
2030,2077.575927734375
2031,2077.605224609375
2047,2076.155029296875
2049,2074.704833984375
2050,2074.704833984375
2051,2074.704833984375
2056,2077.575927734375
2057,2075.03076171875
2059,2077.605224609375
2069,2077.605224609375
2085,2077.605224609375
2089,2074.86962890625
2090,2074.704833984375
2101,2076.528564453125
2114,2074.704833984375
2115,2077.575927734375
2118,2074.704833984375
2119,2074.8037109375
2125,2077.40380859375
2128,2074.726806640625
2129,2077.605224609375
2132,2074.704833984375
2133,2077.575927734375
2135,2075.1552734375
2136,2075.1552734375
2143,2075.1552734375
2144,2074.704833984375
2145,2076.528564453125
2152,2074.704833984375
2160,2074.726806640625
2166,2077.279296875
2169,2075.1552734375
2170,2074.726806640625
2172,2075.1552734375
2181,2077.575927734375
2183,2074.726806640625
2185,2075.1552734375
2188,2074.86962890625
2189,2074.704833984375
2194,2074.726806640625
2202,2074.704833984375
2208,2076.155029296875
2227,2075.03076171875
2230,2077.605224609375
2235,2077.575927734375
2236,2074.8037109375
2244,2077.605224609375
2248,2074.704833984375
2252,2077.575927734375
2254,2075.03076171875
2260,2074.704833984375
2263,2074.704833984375
2274,2074.704833984375
2277,2075.1552734375
2279,2077.605224609375
2280,2077.279296875
2283,2077.605224609375
2284,2077.279296875
2288,2075.03076171875
2292,2074.704833984375
2295,2077.356201171875
2296,2077.4404296875
2299,2074.8037109375
2315,2077.279296875
2318,2074.704833984375
2329,2077.605224609375
2337,2077.40380859375
2340,2074.726806640625
2342,2077.605224609375
2347,2077.15478515625
2349,2075.1552734375
2354,2077.15478515625
2361,2074.704833984375
2370,2076.155029296875
2378,2077.605224609375
2382,2076.155029296875
2387,2074.704833984375
2389,2077.356201171875
2394,2074.726806640625
2396,2074.8037109375
2400,2074.726806640625
2407,2074.704833984375
2414,2074.704833984375
2415,2074.726806640625
2421,2074.726806640625
2427,2074.704833984375
2428,2074.86962890625
2430,2074.704833984375
2435,2074.8037109375
2445,2076.528564453125
2446,2074.726806640625
2447,2077.4404296875
2449,2077.40380859375
2451,2077.4404296875
2458,2075.03076171875
2462,2077.575927734375
2463,2077.575927734375
2467,2077.575927734375
2471,2077.605224609375
2475,2077.356201171875
2478,2077.575927734375
2483,2075.1552734375
2485,2074.704833984375
2487,2074.726806640625
2494,2077.575927734375
2497,2074.704833984375
2499,2077.15478515625
2503,2077.575927734375
2513,2074.726806640625
2515,2077.279296875
2522,2074.726806640625
2523,2074.704833984375
2528,2075.1552734375
2532,2075.03076171875
2536,2074.704833984375
2538,2076.528564453125
2539,2077.4404296875
2540,2076.155029296875
2545,2077.605224609375
2548,2074.704833984375
2549,2075.1552734375
2553,2074.704833984375
2563,2074.704833984375
2566,2076.528564453125
2574,2077.605224609375
2575,2077.605224609375
2584,2077.279296875
2588,2074.726806640625
2589,2074.8037109375
2592,2074.704833984375
2596,2074.704833984375
2598,2076.155029296875
2602,2075.1552734375
2603,2076.528564453125
2607,2074.704833984375
2609,2074.726806640625
2611,2077.605224609375
2627,2075.1552734375
2628,2077.605224609375
2630,2075.1552734375
2633,2075.1552734375
2636,2077.605224609375
2640,2075.1552734375
2641,2075.1552734375
2657,2077.605224609375
2659,2074.704833984375
2662,2074.726806640625
2663,2075.03076171875
2667,2074.86962890625
2670,2074.704833984375
2682,2077.605224609375
