id,loss
4,1584.8383873325147
6,2065.2424282118327
9,12542.514119395784
12,4333.509493129832
15,771.1516682567457
17,2549.8586473215087
21,1756.3890327966124
28,771.3279059305318
32,1859.1684126180319
43,2362.3260004425297
46,2031.7591237867205
50,960.7373427590338
54,1527.8202432855614
62,2093.4641758807334
70,2767.8711061469244
71,3905.4050225596015
75,1693.8107530498926
77,1866.7491571299995
81,2603.8024499170474
83,2630.8517368113144
87,1818.23007733886
97,1030.5674524237297
103,1719.130328665448
119,1194.7719741978044
120,1798.4644253885372
127,1219.061102418924
138,3825.4673126114535
141,3216.4666909297557
148,1356.782313148751
150,1991.8502954977546
151,3246.9082327067467
158,1555.3980355212636
160,4403.962510076691
165,2004.472139771443
168,2973.1851605444317
169,3458.5629513939784
177,2256.1288568667696
178,3578.0678459895744
184,1771.4005720795326
194,5198.9282146752275
198,1713.1075498894986
203,4077.1334265760365
211,2368.3772736902265
217,1161.3500033348007
219,1095.3635200989659
221,3724.8637691583917
227,2010.4608669631791
230,1425.3729183025885
235,1106.485051171272
240,778.1093185968
243,2970.3455774391537
249,4884.505226454112
253,2374.6221032938697
258,1327.0466978754584
261,1560.0933358139546
263,2956.1406172404995
264,4272.071567131454
265,4881.8441396928365
268,1411.3027342703149
271,1341.9645543101947
274,4514.637616139406
275,665.0302949437555
279,2035.2268312592232
282,1296.421207004563
286,2286.85075724772
288,1465.7728638354622
294,2946.5567527591065
296,1244.944030585645
297,1726.6336568164825
300,913.1134823789452
303,8116.385574048378
314,762.6066942620018
315,6242.013607129218
321,2311.655650882582
323,2476.7342933806317
330,4932.999716920438
341,1814.5778610733582
342,3666.6207572885683
352,1558.2091008431632
353,2843.1340097900547
360,3113.9600451367824
361,1705.0797328642216
362,2855.6865236114786
366,1087.1882555648606
372,3386.969790746308
376,2519.936661326704
377,2854.0828151864125
379,1375.8051660533686
380,4370.022257427038
387,1733.6975845933653
392,1582.102863110365
394,8607.404364344658
395,1826.522470669879
397,1257.5852089923335
407,4226.5022855659645
411,8489.086503466597
416,2182.5744425991556
417,1852.177904976222
419,4047.9296299765124
428,5192.320809220519
431,1766.115897425379
436,11575.742674445662
438,1124.7107133185145
445,8517.39813097544
446,5425.051026404264
455,1852.8755465215975
456,886.19437273238
461,805.1859548598278
463,1520.7859486705709
464,3272.530214627766
466,1275.2615215037565
467,1599.9884414480478
470,1086.6865301465778
475,1363.5141654224215
482,3332.0534384273838
490,3420.265687219766
496,1956.8236626730327
497,4658.265566979093
508,2802.7291542223406
510,2102.429783430632
512,887.186889322046
513,2252.683046449687
523,1690.0438437330233
531,3987.9857629680105
532,4270.757049182028
533,1235.7407344348521
537,1189.5665188138262
544,4612.340674590817
547,2703.0987049271994
556,9306.079019583236
565,1366.1339211548275
566,1240.0900502513373
571,1019.6833329655907
573,2261.7456574986004
574,1164.1747738790668
581,1833.8860477547667
585,2380.263034036108
589,1494.0144286852462
597,1601.9744592839186
601,3528.2757949798724
602,1286.133485837543
613,1798.2488777506555
616,1529.551389597175
619,1508.4581644017005
622,1714.8756712407023
623,1933.4976550358283
629,1485.3562952042068
634,1513.5939804702723
638,612.2547174062703
642,1400.0432069795818
643,2232.0068548150407
645,1161.4413400869562
648,4887.669048150644
652,1544.8642229719267
664,1052.8466930900329
666,1890.7904749172112
672,1007.8801628964817
676,2237.695074615696
678,3320.730336098013
682,1664.7318706670167
686,2783.9114108091508
688,1586.879743990504
689,1271.889330287219
690,1572.8875735249437
692,7984.211053753346
695,1957.083233512766
697,2514.053734062562
698,1896.1178145384222
706,1914.350271703268
708,1591.361479993286
712,3127.3486586486874
715,3484.263430476003
717,1213.7974851695953
725,2422.1507746898687
729,1310.9480725130718
737,1476.7932561226125
739,3861.2965557254593
747,4118.256446234559
753,3128.5496908590662
758,2279.561289540177
759,2348.3700386310616
763,1503.4762012230753
773,4123.974845515118
774,1808.4421750651823
776,1572.1163335536507
788,2238.211401578027
790,2427.7124495617063
794,1103.6124093867215
801,2178.2827606202122
802,1121.972661877576
805,1324.817507341861
809,5126.364372667654
812,12239.727987866125
825,2906.829104180482
828,1843.8173133100142
830,1419.490815772052
833,879.9728341392173
850,4303.508826703844
852,4490.954688498587
862,1348.5528742197832
863,2107.572917410674
864,1210.935585586994
865,2826.516699486652
868,5105.108966688557
872,1252.0281134732188
879,4721.883233350204
880,1512.698233316643
883,1623.1280892807908
886,1415.7361327921067
923,1717.5894377899335
924,1686.8079480843376
932,1366.439104388874
945,7616.62052923195
947,5376.4865049556565
948,1245.0111093632188
955,2766.9041174853755
963,4654.080926872178
979,1105.908619578852
989,1730.2666992683737
994,2708.558642955015
995,2256.886474869949
998,2047.0951934501343
1000,4074.6332484118498
1018,1987.8776600780145
1019,1487.3437337128266
1028,1837.0934429143526
1034,889.2343833897143
1038,1756.4319610730079
1040,1365.624611361554
1042,1132.5016599912688
1057,7052.784576740493
1058,2461.8918287686256
1063,1363.9845101330684
1066,3507.033353062365
1071,4376.956357444793
1073,2177.594444152946
1074,2135.982829739753
1077,2764.1462706469097
1080,15774.076792262218
1088,1060.7461975256251
1096,902.2277817246514
1097,8563.866969619561
1105,5049.221467267905
1115,1875.521533841205
1116,2387.247251637056
1122,1583.8571485563243
1130,3366.7785821725565
1133,1216.6629640368449
1137,2043.6893056454928
1140,1915.0739302409506
1143,6427.367589222208
1149,6135.808846465738
1150,1050.520865744836
1153,714.4784603217548
1157,1186.1375685123555
1180,621.851107917279
1183,963.9235402171316
1188,1799.2530542148654
1193,1203.6869630331794
1200,717.6969123385909
1209,5399.703905674437
1214,1989.2243967205964
1219,1434.939674912476
1223,6322.459445854196
1227,1032.572723683674
1228,1275.4153651509628
1229,3672.1517412636795
1233,1302.2074098962044
1238,4304.13806307519
1239,1402.7727236931876
1241,4023.6122062017753
1243,2020.5273680559255
1244,1423.5476333157812
1245,2983.6093183093526
